30,0,OK
01,M1,3000
10,1932,OK
02,M1,3000
20,2628,OK
03,M1,3000
30,0,OK
01,M1,3000
10,2712,OK
02,M1,3000
20,2604,OK
03,M1,3000
30,0,OK
01,M1,3000
10,2844,OK
02,M1,3000
20,3360,OK
03,M1,3000
30,0,OK
01,M1,3000
10,3144,OK
02,M1,3000
20,2880,OK
03,M1,3000
30,0,OK
01,M1,3000
10,2916,OK
02,M1,3000
20,2700,OK
03,M1,3000
30,0,OK
01,M1,3000
10,2760,OK
02,M1,3000
20,3288,OK
03,M1,3000
30,0,OK
01,M1,3000
10,3108,OK
02,M1,3000
20,2868,OK
03,M1,3000
30,0,OK
01,M1,3000
10,2916,OK
02,M1,3000
20,2784,OK
03,M1,3000
30,0,OK
01,M1,3000
10,2772,OK
02,M1,3000
20,3228,OK
03,M1,3000
30,0,OK
01,M1,3000
10,3060,OK
02,M1,3000
20,2784,OK
03,M1,3000
30,0,OK
01,M1,3000
10,2940,OK
02,M1,3000
20,2904,OK
03,M1,3000
30,0,OK
01,M1,3000
10,2796,OK
02,M1,3000
20,3060,OK
03,M1,3000
30,0,OK
01,M1,3000
10,3108,OK
02,M1,3000
20,2772,OK
03,M1,3000
30,0,OK
01,M1,3000
10,2832,OK
02,M1,3000
20,2988,OK
03,M1,3000
30,0,OK
01,M1,3000
10,2952,OK
02,M1,3000
20,2820,OK
03,M1,3000
30,0,OK
01,M1,3000
10,3120,OK
02,M1,3000
20,3204,OK
03,M1,3000
30,0,OK
01,M1,3000
10,2652,OK
02,M1,3000
20,3000,OK
03,M1,3000
30,0,OK
01,M1,3000
10,3108,OK
02,M1,3000
20,2724,OK
03,M1,3000
30,0,OK
01,M1,3000
10,3000,OK
02,M1,4500
20,3204,OK
03,M1,4500
30,0,OK
01,M1,4500
10,2736,OK
02,M1,4500
20,3192,OK
03,M1,4500
30,0,OK
01,M1,4500
10,3468,OK
02,M1,4500
20,4308,OK
03,M1,4500
30,0,OK
01,M1,4500
10,3972,OK
02,M1,4500
20,4512,OK
03,M1,4500
30,0,OK
01,M1,4500
10,4488,OK
02,M1,4500
20,4584,OK
03,M1,4500
30,0,OK
01,M1,4500
10,4644,OK
02,M1,4500
20,4392,OK
03,M1,4500
30,0,OK
01,M1,4500
10,4320,OK
02,M1,4500
20,4524,OK
03,M1,4500
30,0,OK
01,M1,4500
10,4380,OK
02,M1,4500
20,4512,OK
03,M1,4500
30,0,OK
01,M1,4500
10,4620,OK
02,M1,4500
20,4296,OK
03,M1,4500
30,0,OK
01,M1,4500
10,4488,OK
02,M1,4500
20,4548,OK
03,M1,4500
30,0,OK
01,M1,4500
10,4368,OK
02,M1,4500
20,4404,OK
03,M1,4500
30,0,OK
01,M1,4500
10,4500,OK
02,M1,4500
20,4356,OK
03,M1,4500
30,0,OK
01,M1,4500
10,4584,OK
02,M1,4500
20,4524,OK
03,M1,4500
30,0,OK
01,M1,4500
10,4404,OK
02,M1,4500
20,4464,OK
03,M1,4500
30,0,OK
01,M1,4500
10,4332,OK
02,M1,4500
20,4152,OK
03,M1,4500
30,0,OK
01,M1,4500
10,4428,OK
02,M1,4500
20,4776,OK
03,M1,4500
30,0,OK
01,M1,4500
10,4524,OK
02,M1,4500
20,4536,OK
03,M1,4500
30,0,OK
01,M1,4500
10,4392,OK
02,M1,4500
20,4188,OK
03,M1,4500
30,0,OK
01,M1,4500
10,4392,OK
02,M1,4500
20,4428,OK
03,M1,4500
30,0,OK
01,M1,4500
10,4428,OK
02,M1,4500
20,4392,OK
03,M1,4500
30,0,OK
01,M1,4500
10,4488,OK
02,M1,0
20,4560,OK
03,M1,0
30,0,OK
01,M1,0
10,4404,OK
02,M1,0
20,4296,OK
03,M1,0
30,0,OK
01,M1,0
10,4296,OK
02,M1,0
20,3744,OK
03,M1,0
30,0,OK
01,M1,0
10,3876,OK
02,M1,0
20,3360,OK
03,M1,0
30,0,OK
01,M1,0
10,3516,OK
02,M1,0
20,2856,OK
03,M1,0
30,0,OK
01,M1,0
10,2904,OK
02,M1,0
20,2160,OK
03,M1,0
30,0,OK
01,M1,0
10,2448,OK
02,M1,0
20,1644,OK
03,M1,0
30,0,OK
01,M1,0
10,2100,OK
02,M1,0
20,1296,OK
03,M1,0
30,0,OK
01,M1,0
10,1680,OK
02,M1,0
20,480,OK
03,M1,0
30,0,OK
01,M1,0
10,1092,OK
02,M1,0
20,336,OK
03,M1,0
30,0,OK
01,M1,0
10,576,OK
02,M1,0
20,72,OK
03,M1,0
30,0,OK
01,M1,0
10,264,OK
02,M1,0
20,0,OK
03,M1,0
30,0,OK
01,M1,0
10,60,OK
02,M1,0
20,0,OK
03,M1,0
30,0,OK
01,M1,0
10,36,OK
02,M1,0
20,0,OK
03,M1,0
30,0,OK
01,M1,0
10,0,OK
10,0,OK
10,0,OK
10,0,OK
10,0,OK
10,0,OK
10,0,OK
10,0,OK
10,0,OK
10,0,OK
10,0,OK
10,0,OK
10,0,OK�`�bz-510,0,OK
03,M1,0
30,0,OK
01,M1,0
10,0,OK
10,0,OK
10,0,OK
10,0,OK
10,0,OK
10,0,OK
10,0,OK
10,0,OK
10,0,OK
10,0,OK
10,0,OK
10,0,OK
10,0,OK
02,M1,0
20,0,OK
03,M1,0
30,0,OK
01,M1,0
10,0,OK
10,0,OK
10,0,OK
10,0,OK
10,0,OK
10,0,OK
02,M1,0
20,0,OK
03,M1,0
30,0,OK
01,M1,0
10,0,OK
10,0,OK
10,0,OK
10,0,OK
10,0,OK
10,0,OK
10,0,OK
02,M1,0
20,0,OK
03,M1,0
30,0,OK
01,M1,0
10,0,OK
10,0,OK
10,0,OK
10,0,OK
10,0,OK
10,0,OK
10,0,OK
10,0,OK
02,M1,0
20,0,OK
03,M1,0
30,0,OK
01,M1,0
10,0,OK
10,0,OK
10,0,OK
10,0,OK
10,0,OK
02,M1,0
20,0,OK
03,M1,0
30,0,OK
01,M1,0
10,0,OK
10,0,OK
10,0,OK
10,0,OK
10,0,OK
02,M1,-1500
20,0,OK
03,M1,-1500
30,0,OK
01,M1,-1500
10,0,OK
10,0,OK
10,0,OK
10,0,OK
10,0,OK
02,M1,-1500
20,372,OK
03,M1,-1500
30,0,OK
01,M1,-1500
10,0,OK
10,0,OK
10,0,OK
10,0,OK
10,0,OK
02,M1,-1500
20,1044,OK
03,M1,-1500
30,0,OK
01,M1,-1500
10,0,OK
10,0,OK
10,0,OK
10,0,OK
10,0,OK
02,M1,-1500
20,1608,OK
03,M1,-1500
30,0,OK
01,M1,-1500
10,0,OK
10,0,OK
10,0,OK
10,0,OK
10,0,OK
02,M1,-1500
20,1332,OK
03,M1,-1500
30,0,OK
01,M1,-1500
10,0,OK
10,0,OK
10,0,OK
10,0,OK
02,M1,-1500
20,1584,OK
03,M1,-1500
30,0,OK
01,M1,-1500
10,0,OK
10,0,OK
10,0,OK
10,0,OK
02,M1,-1500
20,1368,OK
03,M1,-1500
30,0,OK
01,M1,-1500
10,0,OK
10,0,OK
10,0,OK
10,0,OK
02,M1,-1500
20,1512,OK
03,M1,-1500
30,0,OK
01,M1,-1500
10,0,OK
10,0,OK
10,0,OK
10,0,OK
02,M1,-1500
20,1524,OK
03,M1,-1500
30,0,OK
01,M1,-1500
10,0,OK
10,0,OK
10,0,OK
02,M1,-1500
20,1320,OK
03,M1,-1500
30,0,OK
01,M1,-1500
10,0,OK
10,0,OK
10,0,OK
02,M1,-1500
20,1572,OK
03,M1,-1500
30,0,OK
01,M1,-1500
10,0,OK
10,0,OK
10,0,OK
10,0,OK
02,M1,-1500
20,1224,OK
03,M1,-1500
30,0,OK
01,M1,-1500
10,0,OK
10,0,OK
10,0,OK
10,0,OK
02,M1,-1500
20,1572,OK
03,M1,-1500
30,0,OK
01,M1,-1500
10,0,OK
10,0,OK
10,0,OK
10,0,OK
02,M1,-1500
20,1212,OK
03,M1,-1500
30,0,OK
01,M1,-1500
10,0,OK
10,0,OK
10,0,OK
10,0,OK
02,M1,-1500
20,1620,OK
03,M1,-1500
30,0,OK
01,M1,-1500
10,0,OK
02,M1,-1500
20,1128,OK
03,M1,-1500
30,0,OK
01,M1,-1500
10,456,OK
02,M1,-1500
20,1596,OK
03,M1,-1500
30,0,OK
01,M1,-1500
10,1116,OK
02,M1,-1500
20,1212,OK
03,M1,-1500
30,0,OK
01,M1,-1500
10,1680,OK
02,M1,-1500
20,1596,OK
03,M1,-1500
30,0,OK
01,M1,-1500
10,1200,OK
02,M1,-1500
20,1248,OK
03,M1,-1500
30,0,OK
01,M1,-1500
10,1656,OK
02,M1,-3000
20,1560,OK
03,M1,-3000
30,0,OK
01,M1,-3000
10,1320,OK
02,M1,-3000
20,1800,OK
03,M1,-3000
30,0,OK
01,M1,-3000
10,1944,OK
02,M1,-3000
20,2700,OK
03,M1,-3000
30,0,OK
01,M1,-3000
10,2484,OK
02,M1,-3000
20,2904,OK
03,M1,-3000
30,0,OK
01,M1,-3000
10,3060,OK
02,M1,-3000
20,3108,OK
03,M1,-3000
30,0,OK
01,M1,-3000
10,3132,OK
02,M1,-3000
20,2736,OK
03,M1,-3000
30,0,OK
01,M1,-3000
10,2592,OK
02,M1,-3000
20,3072,OK
03,M1,-3000
30,0,OK
01,M1,-3000
10,3204,OK
02,M1,-3000
20,3024,OK
03,M1,-3000
30,0,OK
01,M1,-3000
10,2916,OK
02,M1,-3000
20,2868,OK
03,M1,-3000
30,0,OK
01,M1,-3000
10,2772,OK
02,M1,-3000
20,2916,OK
03,M1,-3000
30,0,OK
01,M1,-3000
10,3240,OK
02,M1,-3000
20,2928,OK
03,M1,-3000
30,0,OK
01,M1,-3000
10,2736,OK
02,M1,-3000
20,2928,OK
03,M1,-3000
30,0,OK
01,M1,-3000
10,3036,OK
02,M1,-3000
20,2964,OK
03,M1,-3000
30,0,OK
01,M1,-3000
10,3048,OK
02,M1,-3000
20,2928,OK
03,M1,-3000
30,0,OK
01,M1,-3000
10,2688,OK
02,M1,-3000
20,2988,OK
03,M1,-3000
30,0,OK
01,M1,-3000
10,3168,OK
02,M1,-3000
20,2832,OK
03,M1,-3000
30,0,OK
01,M1,-3000
10,3012,OK
02,M1,-3000
20,2940,OK
03,M1,-3000
30,0,OK
01,M1,-3000
10,2592,OK
02,M1,-3000
20,3000,OK
03,M1,-3000
30,0,OK
01,M1,-3000
10,3264,OK
02,M1,-3000
20,2928,OK
03,M1,-3000
30,0,OK
01,M1,-3000
10,2856,OK
02,M1,-3000
20,2976,OK
03,M1,-3000
30,0,OK
01,M1,-3000
10,2832,OK
02,M1,-4500
20,2916,OK
03,M1,-4500
30,0,OK
01,M1,-4500
10,3240,OK
02,M1,-4500
20,3360,OK
03,M1,-4500
30,0,OK
01,M1,-4500
10,2952,OK
02,M1,-4500
20,4260,OK
03,M1,-4500
30,0,OK
01,M1,-4500
10,4272,OK
02,M1,-4500
20,4296,OK
03,M1,-4500
30,0,OK
01,M1,-4500
10,4560,OK
02,M1,-4500
20,4548,OK
03,M1,-4500
30,0,OK
01,M1,-4500
10,4416,OK
02,M1,-4500
20,4560,OK
03,M1,-4500
30,0,OK
01,M1,-4500
10,4356,OK
02,M1,-4500
20,4488,OK
03,M1,-4500
30,0,OK
01,M1,-4500
10,4488,OK
02,M1,-4500
20,4380,OK
03,M1,-4500
30,0,OK
01,M1,-4500
10,4452,OK
02,M1,-4500
20,4224,OK
03,M1,-4500
30,0,OK
01,M1,-4500
10,4392,OK
02,M1,-4500
20,4644,OK
03,M1,-4500
30,0,OK
01,M1,-4500
10,4440,OK
02,M1,-4500
20,4488,OK
03,M1,-4500
30,0,OK
01,M1,-4500
10,4476,OK
02,M1,-4500
20,4428,OK
03,M1,-4500
30,0,OK
01,M1,-4500
10,4464,OK
02,M1,-4500
20,4536,OK
03,M1,-4500
30,0,OK
01,M1,-4500
10,4500,OK
02,M1,-4500
20,4440,OK
03,M1,-4500
30,0,OK
01,M1,-4500
10,4380,OK
02,M1,-4500
20,4368,OK
03,M1,-4500
30,0,OK
01,M1,-4500
10,4356,OK
02,M1,-4500
20,4584,OK
03,M1,-4500
30,0,OK
01,M1,-4500
10,4500,OK
02,M1,-4500
20,4512,OK
03,M1,-4500
30,0,OK
01,M1,-4500
10,4452,OK
02,M1,-4500
20,4356,OK
03,M1,-4500
30,0,OK
01,M1,-4500
10,4440,OK
02,M1,-4500
20,4368,OK
03,M1,-4500
30,0,OK
01,M1,-4500
10,4476,OK
02,M1,-4500
20,4428,OK
03,M1,-4500
30,0,OK
01,M1,-4500
10,4476,OK
02,M1,0
20,4488,OK
03,M1,0
30,0,OK
01,M1,0
10,4452,OK
02,M1,0
20,4428,OK
03,M1,0
30,0,OK
01,M1,0
10,4356,OK
02,M1,0
20,4008,OK
03,M1,0
30,0,OK
01,M1,0
10,3900,OK
02,M1,0
20,3612,OK
03,M1,0
30,0,OK
01,M1,0
10,3516,OK
02,M1,0
20,3168,OK
03,M1,0
30,0,OK
01,M1,0
10,2976,OK
02,M1,0
20,2508,OK
03,M1,0
30,0,OK
01,M1,0
10,2448,OK
02,M1,0
20,1464,OK
03,M1,0
30,0,OK
01,M1,0
10,1932,OK
02,M1,0
20,1632,OK
03,M1,0
30,0,OK
01,M1,0
10,1452,OK
02,M1,0
20,780,OK
03,M1,0
30,0,OK
01,M1,0
10,924,OK
02,M1,0
20,324,OK
03,M1,0
30,0,OK
01,M1,0
10,312,OK
02,M1,0
20,60,OK
03,M1,0
30,0,OK
01,M1,0
10,108,OK
02,M1,0
20,12,OK
03,M1,0
30,0,OK
01,M1,0
10,48,OK
02,M1,0
20,0,OK
03,M1,0
30,0,OK
01,M1,0
10,0,OK
10,0,OK
10,0,OK
10,0,OK
10,0,OK
10,0,OK
10,0,OK
10,0,OK
10,0,OK
02,M1,0
20,0,OK
03,M1,0
30,0,OK
01,M1,0
10,0,OK
10,0,OK
10,0,OK
10,0,OK
10,0,OK
02,M1,0
20,0,OK
03,M1,0
30,0,OK
01,M1,0
10,0,OK
10,0,OK
10,0,OK
10,0,OK
02,M1,0
20,0,OK
03,M1,0
30,0,OK
01,M1,0
10,0,OK
10,0,OK
10,0,OK
10,0,OK
02,M1,0
20,0,OK
03,M1,0
30,0,OK
01,M1,0
10,0,OK
10,0,OK
10,0,OK
10,0,OK
02,M1,0
20,0,OK
03,M1,0
30,0,OK
01,M1,0
10,0,OK
10,0,OK
10,0,OK
02,M1,0
20,0,OK
03,M1,0
30,0,OK
01,M1,0
10,0,OK
02,M1,0
20,0,OK
03,M1,0
30,0,OK
01,M1,0
10,0,OK
10,0,OK
10,0,OK
10,0,OK
10,0,OK
02,M1,1500
20,0,OK
03,M1,1500
30,0,OK
01,M1,1500
10,0,OK
02,M1,1500
20,228,OK
03,M1,1500
30,0,OK
01,M1,1500
10,396,OK
02,M1,1500
20,804,OK
03,M1,1500
30,0,OK
01,M1,1500
10,912,OK
02,M1,1500
20,1560,OK
03,M1,1500
30,0,OK
01,M1,1500
10,1632,OK
02,M1,1500
20,1428,OK
03,M1,1500
30,0,OK
01,M1,1500
10,1260,OK
02,M1,1500
20,1584,OK
03,M1,1500
30,0,OK
01,M1,1500
10,1680,OK
02,M1,1500
20,1380,OK
03,M1,1500
30,0,OK
01,M1,1500
10,1284,OK
02,M1,1500
20,1524,OK
03,M1,1500
30,0,OK
01,M1,1500
10,1512,OK
02,M1,1500
20,1452,OK
03,M1,1500
30,0,OK
01,M1,1500
10,1500,OK
02,M1,1500
20,1428,OK
03,M1,1500
30,0,OK
01,M1,1500
10,1248,OK
02,M1,1500
20,1488,OK
03,M1,1500
30,0,OK
01,M1,1500
10,1716,OK
02,M1,1500
20,1332,OK
03,M1,1500
30,0,OK
01,M1,1500
10,1272,OK
02,M1,1500
20,1524,OK
03,M1,1500
30,0,OK
01,M1,1500
10,1500,OK
02,M1,1500
20,1380,OK
03,M1,1500
30,0,OK
01,M1,1500
10,1584,OK
02,M1,1500
20,1596,OK
03,M1,1500
30,0,OK
01,M1,1500
10,1152,OK
02,M1,1500
20,1272,OK
03,M1,1500
30,0,OK
01,M1,1500
10,1716,OK
02,M1,1500
20,1488,OK
03,M1,1500
30,0,OK
01,M1,1500
10,1128,OK
02,M1,1500
20,1392,OK
03,M1,1500
30,0,OK
01,M1,1500
10,1764,OK
02,M1,1500
20,1488,OK
03,M1,1500
30,0,OK
01,M1,1500
10,1308,OK
02,M1,1500
20,1380,OK
03,M1,1500
30,0,OK
01,M1,1500
10,1392,OK
02,M1,3000
20,1524,OK
03,M1,3000
30,0,OK
01,M1,3000
10,1560,OK
02,M1,3000
20,1704,OK
03,M1,3000
30,0,OK
01,M1,3000
10,1536,OK
02,M1,3000
20,2712,OK
03,M1,3000
30,0,OK
01,M1,3000
10,2664,OK
02,M1,3000
20,3000,OK
03,M1,3000
30,0,OK
01,M1,3000
10,2736,OK
02,M1,3000
20,3024,OK
03,M1,3000
30,0,OK
01,M1,3000
10,3288,OK
02,M1,3000
20,2688,OK
03,M1,3000
30,0,OK
01,M1,3000
10,2688,OK
02,M1,3000
20,3144,OK
03,M1,3000
30,0,OK
01,M1,3000
10,2940,OK
02,M1,3000
20,2736,OK
03,M1,3000
30,0,OK
01,M1,3000
10,3120,OK
02,M1,3000
20,3084,OK
03,M1,3000
30,0,OK
01,M1,3000
10,2724,OK
02,M1,3000
20,3180,OK
03,M1,3000
30,0,OK
01,M1,3000
10,2988,OK
02,M1,3000
20,2676,OK
03,M1,3000
30,0,OK
01,M1,3000
10,3192,OK
02,M1,3000
20,3024,OK
03,M1,3000
30,0,OK
01,M1,3000
10,2844,OK
02,M1,3000
20,3144,OK
03,M1,3000
30,0,OK
01,M1,3000
10,2856,OK
02,M1,3000
20,2616,OK
03,M1,3000
30,0,OK
01,M1,3000
10,3240,OK
02,M1,3000
20,3060,OK
03,M1,3000
30,0,OK
01,M1,3000
10,2724,OK
02,M1,3000
20,3060,OK
03,M1,3000
30,0,OK
01,M1,3000
10,3012,OK
02,M1,3000
20,2856,OK
03,M1,3000
30,0,OK
01,M1,3000
10,3060,OK
02,M1,3000
20,3012,OK
03,M1,3000
30,0,OK
01,M1,3000
10,2700,OK
02,M1,3000
20,2844,OK
03,M1,3000
30,0,OK
01,M1,3000
10,3144,OK
02,M1,3000
20,3252,OK
03,M1,3000
30,0,OK
01,M1,3000
10,2976,OK
02,M1,4500
20,2784,OK
03,M1,4500
30,0,OK
01,M1,4500
10,2772,OK
02,M1,4500
20,3300,OK
03,M1,4500
30,0,OK
01,M1,4500
10,3396,OK
02,M1,4500
20,4128,OK
03,M1,4500
30,0,OK
01,M1,4500
10,3972,OK
02,M1,4500
20,4416,OK
03,M1,4500
30,0,OK
01,M1,4500
10,4548,OK
02,M1,4500
20,4596,OK
03,M1,4500
30,0,OK
01,M1,4500
10,4644,OK
02,M1,4500
20,4452,OK
03,M1,4500
30,0,OK
01,M1,4500
10,4332,OK
02,M1,4500
20,4356,OK
03,M1,4500
30,0,OK
01,M1,4500
10,4368,OK
02,M1,4500
20,4512,OK
20,4524,OK
03,M1,4500
30,0,OK
01,M1,4500
10,4584,OK
02,M1,4500
20,4344,OK
03,M1,4500
30,0,OK
01,M1,4500
10,4452,OK
02,M1,4500
20,3684,OK
03,M1,4500
30,0,OK
01,M1,4500
10,4332,OK
02,M1,4500
20,4920,OK
03,M1,4500
30,0,OK
01,M1,4500
10,4404,OK
02,M1,4500
20,4392,OK
03,M1,4500
30,0,OK
01,M1,4500
10,4560,OK
02,M1,4500
20,4200,OK
03,M1,4500
30,0,OK
01,M1,4500
10,4476,OK
02,M1,4500
20,4560,OK
03,M1,4500
30,0,OK
01,M1,4500
10,4368,OK
02,M1,4500
20,4560,OK
03,M1,4500
30,0,OK
01,M1,4500
10,4404,OK
02,M1,4500
20,4284,OK
03,M1,4500
30,0,OK
01,M1,4500
10,4512,OK
02,M1,4500
20,4572,OK
03,M1,4500
30,0,OK
01,M1,4500
10,4416,OK
02,M1,4500
20,4668,OK
03,M1,4500
30,0,OK
01,M1,4500
10,4416,OK
02,M1,4500
20,4356,OK
03,M1,4500
30,0,OK
01,M1,4500
10,4524,OK
02,M1,4500
20,4344,OK
03,M1,4500
30,0,OK
01,M1,4500
10,4524,OK
02,M1,0
20,4488,OK
03,M1,0
30,0,OK
01,M1,0
10,4428,OK
02,M1,0
20,4260,OK
03,M1,0
30,0,OK
01,M1,0
10,4332,OK
02,M1,0
20,3672,OK
03,M1,0
30,0,OK
01,M1,0
10,3972,OK
02,M1,0
20,2880,OK
03,M1,0
30,0,OK
01,M1,0
10,3384,OK
02,M1,0
20,2328,OK
03,M1,0
30,0,OK
01,M1,0
10,3000,OK
02,M1,0
20,1992,OK
03,M1,0
30,0,OK
01,M1,0
10,2496,OK
02,M1,0
20,1476,OK
03,M1,0
30,0,OK
01,M1,0
10,1860,OK
02,M1,0
20,840,OK
03,M1,0
30,0,OK
01,M1,0
10,1380,OK
02,M1,0
20,372,OK
03,M1,0
30,0,OK
01,M1,0
10,936,OK
02,M1,0
20,36,OK
03,M1,0
30,0,OK
01,M1,0
10,456,OK
02,M1,0
20,12,OK
03,M1,0
30,0,OK
01,M1,0
10,36,OK
02,M1,0
20,0,OK
03,M1,0
30,0,OK
01,M1,0
10,60,OK
02,M1,0
20,0,OK
03,M1,0
30,0,OK
01,M1,0
10,0,OK
10,0,OK
10,0,OK
10,0,OK
10,0,OK
10,0,OK
02,M1,0
20,0,OK
03,M1,0
30,0,OK
01,M1,0
10,0,OK
02,M1,0
20,0,OK
03,M1,0
30,0,OK
01,M1,0
10,0,OK
10,0,OK
10,0,OK
02,M1,0
20,0,OK
03,M1,0
30,0,OK
01,M1,0
10,0,OK
02,M1,0
20,0,OK
03,M1,0
30,0,OK
01,M1,0
10,0,OK
10,0,OK
02,M1,0
20,0,OK
03,M1,0
30,0,OK
01,M1,0
10,0,OK
02,M1,0
20,0,OK
03,M1,0
30,0,OK
01,M1,0
10,0,OK
02,M1,0
20,0,OK
03,M1,0
30,0,OK
01,M1,0
10,0,OK
10,0,OK
10,0,OK
02,M1,-1500
20,0,OK
03,M1,-1500
30,0,OK
01,M1,-1500
10,0,OK
02,M1,-1500
20,372,OK
03,M1,-1500
30,0,OK
01,M1,-1500
10,228,OK
02,M1,-1500
20,1056,OK
03,M1,-1500
30,0,OK
01,M1,-1500
10,492,OK
02,M1,-1500
20,1560,OK
03,M1,-1500
30,0,OK
01,M1,-1500
10,1656,OK
02,M1,-1500
20,1416,OK
03,M1,-1500
30,0,OK
01,M1,-1500
10,1212,OK
02,M1,-1500
20,1512,OK
20,1584,OK
03,M1,-1500
30,0,OK
01,M1,-1500
10,1572,OK
02,M1,-1500
20,1260,OK
03,M1,-1500
30,0,OK
01,M1,-1500
10,1368,OK
02,M1,-1500
20,1392,OK
03,M1,-1500
30,0,OK
01,M1,-1500
10,1404,OK
02,M1,-1500
20,1560,OK
03,M1,-1500
30,0,OK
01,M1,-1500
10,1536,OK
02,M1,-1500
20,1248,OK
03,M1,-1500
30,0,OK
01,M1,-1500
10,1272,OK
02,M1,-1500
20,1596,OK
03,M1,-1500
30,0,OK
01,M1,-1500
10,1608,OK
02,M1,-1500
20,1212,OK
03,M1,-1500
30,0,OK
01,M1,-1500
10,1200,OK
02,M1,-1500
20,1668,OK
03,M1,-1500
30,0,OK
01,M1,-1500
10,1656,OK
02,M1,-1500
20,1236,OK
03,M1,-1500
30,0,OK
01,M1,-1500
10,1284,OK
02,M1,-1500
20,1572,OK
03,M1,-1500
30,0,OK
01,M1,-1500
10,1608,OK
02,M1,-1500
20,1296,OK
03,M1,-1500
30,0,OK
01,M1,-1500
10,1476,OK
02,M1,-1500
20,1572,OK
03,M1,-1500
30,0,OK
01,M1,-1500
10,1332,OK
02,M1,-1500
20,1308,OK
03,M1,-1500
30,0,OK
01,M1,-1500
10,1584,OK
02,M1,-1500
20,1632,OK
03,M1,-1500
30,0,OK
01,M1,-1500
10,1248,OK
02,M1,-1500
20,1200,OK
03,M1,-1500
30,0,OK
01,M1,-1500
10,1620,OK
02,M1,-3000
20,1656,OK
03,M1,-3000
30,0,OK
01,M1,-3000
10,1296,OK
02,M1,-3000
20,1716,OK
03,M1,-3000
